NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
488991,Packing and Crating,1.16e-08,0.162,Wood,1.0,0.8,0.7999999999999982,0.0838563504755357,0.8838563504755339
